regionCode, title, population, 2021-01-04, 2021-01-11, 2021-01-18, 2021-01-25, 2021-02-01, 2021-02-08, 2021-02-15, 2021-02-22, 2021-03-01, 2021-03-08, 2021-03-15, 2021-03-22, 2021-03-29, 2021-04-05, 2021-04-12, 2021-04-19, 2021-04-26, 2021-05-03, 2021-05-10, 2021-05-17, 2021-05-24, 2021-05-31, 2021-06-07, 2021-06-14, 2021-06-21, 2021-06-28, 2021-07-05, 2021-07-12, 2021-07-19, 2021-07-26, 2021-08-02, 2021-08-09, 2021-08-16, 2021-08-23, 2021-08-30, 2021-09-06, 2021-09-13, 2021-09-20, 2021-09-27, 2021-10-04, 2021-10-11, 2021-10-18, 2021-10-25, 2021-11-01, 2021-11-08, 2021-11-15, 2021-11-22, 2021-11-29, 2021-12-06, 2021-12-13, 2021-12-20, 2021-12-27, 2022-01-03, 2022-01-10, 2022-01-17, 2022-01-24, 2022-01-31
WK170105, Wijk 05 Eemster, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 10, 15, 21, 26, 30, 36, 49, 51, 61, 68, 70, 71, 74, 78, 79, 81, 82, 82, 82, 83, 83, 83, 83, 83, 84, 84, 84, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85
WK021302, Wijk 02 Tonden, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 13, 20, 30, 36, 39, 44, 48, 51, 60, 63, 67, 70, 73, 74, 76, 78, 78, 78, 78, 79, 79, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80
WK082808, Buitengebied-Noord, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 7, 8, 10, 11, 14, 18, 20, 22, 26, 29, 38, 45, 46, 54, 61, 65, 67, 71, 72, 75, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81
WK194032, Wijk 32 Ouwsterhaule, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 11, 15, 17, 20, 23, 24, 32, 34, 41, 47, 49, 54, 59, 61, 62, 63, 64, 64, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 67
WK168190, Ees, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 11, 15, 17, 20, 24, 31, 36, 43, 48, 54, 60, 64, 67, 70, 73, 75, 75, 77, 78, 78, 78, 78, 79, 79, 80, 80, 80, 80, 80, 81, 81, 81, 81, 82, 83, 83, 83, 83, 83, 84, 84
WK039421, Haarlemmerliede, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 9, 12, 16, 19, 25, 26, 31, 38, 43, 48, 55, 61, 67, 71, 75, 76, 76, 77, 77, 78, 78, 78, 79, 79, 80, 80, 80, 81, 82, 82, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83
WK009812, Zandhuizen, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 13, 18, 23, 28, 31, 33, 43, 48, 56, 59, 61, 62, 65, 66, 67, 67, 67, 67, 68, 68, 68, 68, 68, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 71, 72, 72, 72, 72
WK196910, Wijk 10 Enumatil, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 11, 12, 17, 21, 25, 28, 40, 43, 49, 52, 55, 60, 66, 68, 70, 73, 73, 73, 75, 75, 75, 75, 75, 75, 76, 76, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79
WK067713, Ossenisse, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 17, 21, 24, 27, 34, 40, 44, 45, 48, 52, 59, 64, 66, 68, 69, 70, 71, 71, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 74
WK177311, Wijk 11 Middel, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 11, 14, 17, 23, 26, 29, 31, 40, 51, 58, 62, 64, 67, 72, 73, 74, 74, 76, 76, 76, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 78, 79, 79, 79, 79, 79, 79, 79, 79
WK172305, Ulvenhout AC, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 11, 17, 24, 31, 34, 37, 42, 47, 51, 60, 63, 68, 70, 74, 75, 77, 78, 80, 81, 83, 84, 85, 85, 85, 85, 85, 85, 85, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86
WK172306, Bavel AC, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 11, 17, 24, 31, 34, 37, 42, 47, 51, 60, 63, 68, 70, 74, 75, 77, 78, 80, 81, 83, 84, 85, 85, 85, 85, 85, 85, 85, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86
WK079429, Wijk 29 Industriegebied Zuid, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 11, 18, 23, 27, 29, 32, 34, 39, 48, 55, 58, 58, 63, 67, 68, 68, 69, 69, 69, 70, 70, 71, 71, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73
WK071504, Buitengebied Biervliet, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 9, 11, 13, 15, 17, 23, 25, 30, 34, 37, 40, 44, 48, 53, 59, 62, 63, 65, 66, 67, 68, 68, 68, 69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 71, 71, 71, 71, 71, 71
WK173011, Wijk 11 Bunne, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 11, 16, 20, 23, 28, 32, 39, 48, 53, 59, 67, 69, 72, 74, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81
WK170107, Wijk 07 Dieverbrug, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 8, 10, 12, 14, 17, 20, 23, 27, 37, 45, 55, 63, 64, 66, 70, 77, 77, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82
WK016006, Brucht, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 8, 9, 11, 16, 19, 25, 28, 30, 35, 39, 44, 50, 53, 57, 62, 67, 69, 71, 71, 71, 71, 72, 72, 72, 72, 72, 73, 73, 73, 73, 74, 75, 75, 75, 76, 76, 77, 77, 77, 77, 77
WK015307, Wijk 07 Bedrijfsterreinen Enschede-West, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 11, 15, 18, 20, 21, 28, 32, 40, 45, 49, 53, 56, 58, 58, 59, 59, 60, 61, 61, 61, 62, 62, 62, 63, 63, 63, 64, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65
WK030805, Wijk 05 Lage Vuursche, 289, 0, 0, 0, 0, 0, 0, 0, 13, 14, 15, 15, 15, 17, 17, 18, 19, 19, 20, 25, 27, 30, 33, 39, 43, 46, 52, 56, 60, 62, 65, 67, 68, 69, 71, 71, 72, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 75, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
WK011913, Rogat, 282, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 7, 8, 10, 10, 11, 11, 12, 12, 18, 23, 27, 30, 37, 39, 50, 54, 60, 63, 65, 68, 70, 73, 74, 76, 76, 76, 76, 76, 76, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79, 80, 80, 80
WK085201, Wijk 01 Katwoude, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 9, 12, 15, 22, 27, 31, 33, 36, 37, 40, 49, 51, 56, 59, 62, 63, 63, 63, 64, 64, 64, 64, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 66, 67, 67, 67, 68, 68, 69, 69
WK008507, Langedijke, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 7, 10, 12, 14, 19, 22, 25, 28, 43, 50, 56, 63, 66, 67, 67, 71, 73, 74, 74, 74, 74, 74, 75, 75, 75, 76, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78
WK018006, Wijk 06 Lankhorst, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 14, 19, 25, 30, 31, 35, 37, 39, 39, 41, 42, 42, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 45, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46
WK170819, Onna, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 9, 10, 13, 18, 25, 28, 35, 48, 55, 60, 64, 64, 66, 69, 70, 72, 73, 73, 73, 73, 73, 73, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
WK170805, Blankenham, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 13, 15, 19, 21, 25, 29, 32, 48, 51, 57, 63, 68, 71, 72, 73, 74, 76, 77, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80
WK170820, Kallenkote, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 7, 7, 7, 8, 9, 11, 16, 18, 22, 27, 32, 43, 51, 54, 57, 59, 60, 62, 64, 65, 67, 67, 67, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 69, 69, 70, 71, 71, 71, 71, 72, 72, 72
WK036372, Noordelijke IJ-oevers Oost, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 12, 15, 18, 21, 24, 30, 35, 36, 37, 38, 39, 41, 44, 45, 45, 45, 45, 46, 46, 47, 48, 49, 49, 49, 49, 49, 50, 50, 50, 50, 51, 51
WK173002, Wijk 02 Zuidlaarderveen, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 12, 16, 20, 24, 28, 31, 36, 42, 52, 55, 64, 67, 70, 72, 75, 78, 79, 80, 81, 82, 82, 82, 83, 84, 84, 84, 84, 84, 84, 84, 84, 84, 85, 85, 85, 85, 85, 85, 85, 85
WK060608, Wijk 08 Industriegebied ten noorden van Rijksweg 20, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 11, 13, 17, 20, 26, 31, 38, 42, 47, 50, 54, 57, 59, 60, 60, 61, 61, 62, 62, 62, 62, 62, 63, 63, 63, 64, 65, 66, 66, 67, 67, 67, 67, 67, 67, 67, 67, 67
WK194937, Nij Altoenae, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 10, 16, 20, 23, 27, 30, 36, 38, 46, 50, 53, 55, 60, 63, 64, 66, 66, 66, 66, 66, 66, 67, 67, 67, 67, 67, 69, 69, 69, 69, 70, 70, 70, 70, 70, 70, 70, 70
WK167614, Wijk 14 Noordwelle, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 14, 19, 26, 32, 36, 41, 44, 49, 54, 60, 63, 65, 68, 69, 70, 71, 71, 73, 73, 74, 74, 75, 76, 77, 77, 77, 78, 78, 79, 79, 79, 79, 79, 80, 80, 80, 80, 80
WK009302, Wijk 02 Formerum, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12, 23, 23, 23, 24, 24, 24, 24, 24, 25, 25, 66, 71, 72, 72, 72, 80, 80, 80, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83
WK170112, Wijk 12 Frederiksoord, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 9, 11, 15, 22, 29, 34, 39, 54, 58, 61, 65, 67, 68, 70, 72, 73, 73, 74, 74, 75, 76, 76, 76, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 79, 79, 79, 79
WK020362, Wijk 62 Kootwijk, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 11, 12, 18, 24, 27, 38, 44, 49, 55, 61, 64, 65, 67, 72, 73, 74, 74, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 77, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79
WK195008, Wijk 08 Ter Wisch, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 10, 10, 13, 17, 20, 20, 28, 30, 35, 40, 50, 57, 62, 65, 69, 71, 73, 75, 75, 76, 76, 76, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 80, 80, 80, 80, 80, 80, 80
WK171401, Wijk 01 Retranchement, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 8, 11, 17, 20, 26, 32, 40, 45, 50, 53, 58, 61, 64, 66, 68, 70, 70, 71, 72, 73, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76, 76
WK177421, Wijk 21 Oud Ootmarsum, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 8, 9, 12, 16, 17, 22, 28, 29, 31, 41, 44, 45, 52, 57, 61, 65, 70, 72, 74, 75, 75, 76, 76, 77, 77, 78, 79, 79, 79, 79, 80, 80, 80, 81, 81, 81, 81, 81, 82, 82, 82, 82
WK045309, Wijk 09 Spaarndammerpolder, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 12, 18, 22, 26, 30, 35, 38, 43, 50, 53, 56, 59, 61, 62, 62, 63, 63, 63, 63, 63, 64, 64, 65, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66
WK050329, Wijk 29 Ruiven, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 13, 15, 19, 21, 26, 31, 37, 43, 51, 52, 58, 66, 71, 73, 74, 77, 77, 77, 77, 78, 79, 80, 80, 80, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81
WK173416, Buitengebied Heteren, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 12, 13, 19, 26, 29, 36, 40, 42, 45, 52, 56, 59, 62, 64, 65, 65, 65, 66, 66, 67, 69, 69, 69, 70, 70, 70, 71, 71, 72, 73, 75, 75, 75, 75, 75, 75, 75, 75, 75
WK196114, Kedichem buitengebied, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 16, 18, 21, 32, 34, 37, 46, 51, 57, 60, 64, 70, 71, 73, 73, 73, 74, 74, 74, 74, 74, 75, 75, 75, 76, 76, 76, 77, 77, 79, 79, 79, 79, 79, 79, 79, 79
WK082403, Heukelom, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 9, 13, 19, 22, 30, 32, 35, 39, 42, 44, 50, 57, 60, 65, 67, 70, 71, 73, 73, 75, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79
WK022813, Bedrijventerrein, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 12, 15, 17, 23, 25, 28, 30, 34, 40, 44, 45, 47, 48, 48, 48, 48, 48, 49, 49, 49, 49, 50, 50, 50, 51, 51, 52, 52, 53, 53, 53, 53, 53, 53, 53
WK029600, Wijk 00 Wijchen buitengebied, 266, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 9, 9, 11, 11, 11, 11, 12, 12, 14, 16, 20, 26, 35, 38, 42, 47, 52, 56, 61, 62, 66, 67, 69, 69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 71, 72, 74, 74, 74, 74, 75, 75, 75, 75, 75
WK008607, Jonkerslân, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 9, 9, 13, 18, 25, 30, 32, 35, 45, 47, 53, 56, 60, 64, 66, 68, 69, 69, 71, 72, 73, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 76, 77, 77, 77, 77, 77, 77, 78, 78
WK196116, Hei- en Boeicop buitengebied, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 12, 17, 23, 27, 31, 32, 32, 39, 44, 48, 51, 54, 56, 58, 59, 60, 61, 61, 62, 64, 64, 64, 64, 64, 65, 65, 66, 66, 66, 67, 68, 68, 68, 69, 69, 69, 69
WK015013, Wijk 13 Okkenbroek, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 12, 14, 23, 26, 34, 38, 48, 52, 57, 62, 67, 69, 74, 75, 76, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80, 81, 81, 81, 81
WK079707, Wijk 07 Hedikthuizen, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 15, 20, 27, 30, 35, 38, 41, 45, 55, 58, 62, 65, 69, 73, 73, 75, 75, 76, 77, 77, 78, 78, 80, 80, 80, 80, 82, 83, 83, 84, 84, 84, 84, 84, 84, 84, 84, 84
WK008509, Nijeberkoop, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 9, 11, 16, 18, 21, 26, 29, 34, 43, 49, 57, 59, 61, 64, 67, 68, 70, 72, 73, 73, 74, 75, 75, 76, 76, 76, 76, 76, 76, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78
WK168401, Linden, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 10, 14, 19, 22, 28, 31, 36, 39, 42, 48, 53, 64, 68, 73, 77, 78, 78, 80, 82, 82, 82, 82, 82, 83, 83, 83, 84, 84, 84, 84, 84, 85, 85, 85, 85, 85, 86, 86, 86, 86
WK082401, Verspr.h. westen en noorden Moerg., 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 8, 10, 14, 18, 27, 29, 32, 36, 40, 44, 46, 53, 58, 64, 67, 68, 69, 69, 69, 70, 72, 72, 72, 73, 73, 74, 75, 75, 76, 76, 77, 77, 79, 80, 80, 81, 81, 81, 81, 81
WK089301, Aijen, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 8, 8, 8, 8, 9, 11, 14, 19, 23, 27, 33, 37, 39, 43, 52, 55, 61, 69, 73, 76, 77, 78, 78, 80, 80, 80, 80, 80, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 83, 83, 84, 84, 84
WK078514, Wijk 14 Verspreide huizen Goirle, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 17, 21, 26, 30, 33, 42, 44, 47, 54, 59, 64, 69, 73, 75, 77, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82
WK066409, Wijk 09 Oud-Sabbinge, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 9, 16, 18, 22, 27, 30, 31, 35, 42, 44, 52, 57, 60, 65, 68, 71, 73, 73, 74, 74, 75, 75, 76, 76, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 79, 79, 80, 80, 80, 80, 80
WK016022, Rheeze, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 9, 10, 10, 10, 12, 13, 17, 20, 23, 27, 29, 32, 37, 42, 46, 54, 60, 63, 67, 71, 73, 75, 77, 78, 78, 79, 80, 80, 80, 80, 81, 82, 82, 82, 82, 83, 83, 84, 84, 84, 84, 84, 84, 84, 84
WK168004, Wijk 04 Anderen, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 9, 9, 10, 11, 14, 19, 21, 26, 30, 32, 39, 49, 58, 66, 72, 74, 76, 78, 83, 84, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 88, 89, 89, 89, 89, 89, 89, 89, 89, 89
WK167615, Wijk 15 Serooskerke, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 9, 11, 12, 17, 22, 29, 34, 40, 43, 49, 51, 59, 61, 63, 65, 66, 67, 67, 68, 68, 69, 69, 69, 69, 69, 70, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72, 72, 72, 73
WK045190, Wijk 90 Glastuinbouwgebied, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 12, 18, 22, 24, 31, 35, 38, 43, 47, 51, 56, 62, 62, 64, 65, 66, 66, 66, 66, 67, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 69, 70, 70, 70, 70, 70, 70
WK032131, 't Goy Buitengebied, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 12, 16, 19, 22, 26, 30, 35, 39, 44, 51, 57, 61, 66, 70, 71, 73, 74, 75, 77, 77, 77, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79
WK068729, Verspreide huizen in het zuidwesten, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 8, 9, 14, 16, 20, 23, 27, 32, 36, 40, 42, 46, 51, 54, 59, 61, 63, 64, 66, 67, 67, 68, 68, 68, 68, 68, 68, 68, 68, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 70, 70
WK194940, Peins, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 8, 14, 18, 19, 27, 31, 33, 38, 46, 49, 51, 53, 57, 58, 59, 60, 61, 61, 61, 61, 61, 61, 61, 62, 62, 63, 63, 63, 63, 64, 64, 64, 64, 64, 64, 64, 64, 64
WK061305, Wijk 05 Buitengebied Albrandswaard, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 10, 12, 13, 19, 26, 35, 41, 49, 52, 56, 60, 64, 66, 74, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 79, 80, 81, 81, 81, 81, 81, 82, 82, 82, 82, 82
WK194929, Herbaijum, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 11, 15, 20, 21, 28, 32, 37, 41, 47, 51, 54, 60, 62, 64, 66, 67, 68, 68, 69, 69, 70, 70, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72, 72, 72
WK150712, Wijk 12 Evertsoord, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 10, 11, 18, 20, 27, 31, 33, 46, 50, 53, 57, 59, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 61, 61, 62, 62, 63, 63, 63, 65, 66, 66, 66, 66, 66, 66, 66
WK017310, Wijk 10 Het Hulsbeek, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 9, 12, 13, 16, 19, 23, 32, 41, 51, 53, 56, 61, 65, 67, 71, 71, 72, 74, 76, 77, 77, 78, 80, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 83, 83, 83, 83, 83, 83, 83
WK195909, Waardhuizen, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 7, 7, 9, 13, 19, 22, 25, 26, 30, 37, 41, 43, 47, 52, 56, 60, 62, 63, 63, 64, 65, 65, 65, 67, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 70, 70
WK170830, Basse, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 8, 9, 12, 17, 22, 25, 34, 40, 46, 50, 54, 57, 60, 64, 66, 67, 69, 69, 69, 71, 71, 74, 74, 74, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76, 76
WK194015, Wijk 15 Goingarijp, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 12, 13, 15, 18, 24, 30, 35, 38, 41, 54, 57, 61, 64, 69, 73, 76, 77, 79, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82, 83
WK194951, Westhoek, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 10, 13, 17, 20, 25, 31, 42, 43, 51, 53, 54, 56, 59, 60, 61, 62, 62, 62, 62, 62, 63, 63, 63, 63, 64, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65
WK168189, Drouwenerveen, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 13, 16, 20, 27, 32, 41, 45, 46, 50, 54, 59, 63, 66, 67, 68, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72
